0,0,-73,-16.609,-1.1102e-16,2.549e-05
0.1,0,-73,-16.609,-1.1484e-07,2.5451e-05
0.2,0,-73,-16.609,-2.2745e-07,2.5411e-05
0.3,0,-73,-16.609,-3.3785e-07,2.5372e-05
0.4,0,-73,-16.609,-4.4608e-07,2.5333e-05
0.5,0,-73,-16.609,-5.522e-07,2.5294e-05
0.6,0,-73,-16.609,-6.5623e-07,2.5255e-05
0.7,0,-73,-16.609,-7.5821e-07,2.5216e-05
0.8,0,-73,-16.609,-8.5819e-07,2.5177e-05
0.9,0,-73,-16.609,-9.5619e-07,2.5138e-05
1,0,-73,-16.609,-1.0523e-06,2.5099e-05
1.1,0,-73,-16.609,-1.1464e-06,2.506e-05
1.2,0,-73,-16.609,-1.2387e-06,2.5021e-05
1.3,0,-73,-16.609,-1.3292e-06,2.4982e-05
1.4,0,-73,-16.609,-1.4178e-06,2.4943e-05
1.5,0,-73,-16.609,-1.5047e-06,2.4904e-05
1.6,0,-73,-16.609,-1.5898e-06,2.4865e-05
1.7,0,-73,-16.609,-1.6733e-06,2.4827e-05
1.8,0,-73,-16.609,-1.755e-06,2.4788e-05
1.9,0,-73,-16.609,-1.8352e-06,2.4749e-05
2,0,-73,-16.609,-1.9137e-06,2.471e-05
2.1,0,-73,-16.609,-1.9906e-06,2.4672e-05
2.2,0,-73,-16.609,-2.0659e-06,2.4633e-05
2.3,0,-73,-16.609,-2.1398e-06,2.4594e-05
2.4,0,-73,-16.609,-2.2121e-06,2.4556e-05
2.5,0,-73,-16.609,-2.283e-06,2.4517e-05
2.6,0,-73,-16.609,-2.3524e-06,2.4479e-05
2.7,0,-73,-16.609,-2.4203e-06,2.444e-05
2.8,0,-73,-16.609,-2.4869e-06,2.4402e-05
2.9,0,-73,-16.609,-2.5522e-06,2.4364e-05
3,0,-73,-16.609,-2.616e-06,2.4325e-05
3.1,0,-73,-16.609,-2.6786e-06,2.4287e-05
3.2,0,-73,-16.609,-2.7398e-06,2.4249e-05
3.3,0,-73,-16.609,-2.7998e-06,2.421e-05
3.4,0,-73,-16.609,-2.8585e-06,2.4172e-05
3.5,0,-73,-16.609,-2.916e-06,2.4134e-05
3.6,0,-73,-16.609,-2.9723e-06,2.4096e-05
3.7,0,-73,-16.609,-3.0274e-06,2.4058e-05
3.8,0,-73,-16.609,-3.0814e-06,2.402e-05
3.9,0,-73,-16.609,-3.1342e-06,2.3982e-05
4,0,-73,-16.609,-3.1859e-06,2.3944e-05
4.1,0,-73,-16.609,-3.2365e-06,2.3906e-05
4.2,0,-73,-16.609,-3.286e-06,2.3868e-05
4.3,0,-73,-16.609,-3.3344e-06,2.383e-05
4.4,0,-73,-16.609,-3.3818e-06,2.3792e-05
4.5,0,-73,-16.609,-3.4282e-06,2.3754e-05
4.6,0,-73,-16.609,-3.4736e-06,2.3717e-05
4.7,0,-73,-16.609,-3.518e-06,2.3679e-05
4.8,0,-73,-16.609,-3.5614e-06,2.3641e-05
4.9,0,-73,-16.609,-3.6039e-06,2.3604e-05
5,0,-73,-16.609,-3.6454e-06,2.3566e-05
5.1,0,-73,-16.609,-3.686e-06,2.3529e-05
5.2,0,-73,-16.609,-3.7257e-06,2.3491e-05
5.3,0,-73,-16.609,-3.7646e-06,2.3454e-05
5.4,0,-73,-16.609,-3.8025e-06,2.3416e-05
5.5,0,-73,-16.609,-3.8397e-06,2.3379e-05
5.6,0,-73,-16.609,-3.8759e-06,2.3342e-05
5.7,0,-73,-16.609,-3.9114e-06,2.3305e-05
