0,0,-73,-16.609,0,2.549e-05
0.1,0,-73,-16.609,-5.5393e-07,2.545e-05
0.2,0,-73,-16.609,-1.059e-06,2.5411e-05
0.3,0,-73,-16.609,-1.5193e-06,2.5372e-05
0.4,0,-73,-16.609,-1.9389e-06,2.5332e-05
0.5,0,-73,-16.609,-2.3212e-06,2.5292e-05
0.6,0,-73,-16.609,-2.6695e-06,2.5252e-05
0.7,0,-73,-16.609,-2.9867e-06,2.5213e-05
0.8,0,-73,-16.609,-3.2756e-06,2.5173e-05
0.9,0,-73,-16.609,-3.5385e-06,2.5133e-05
1,0,-73,-16.609,-3.7777e-06,2.5093e-05
1.1,0,-73,-16.609,-3.9953e-06,2.5053e-05
1.2,0,-73,-16.609,-4.1932e-06,2.5013e-05
1.3,0,-73,-16.609,-4.3731e-06,2.4973e-05
1.4,0,-73,-16.609,-4.5364e-06,2.4933e-05
1.5,0,-73,-16.609,-4.6848e-06,2.4893e-05
1.6,0,-73,-16.609,-4.8194e-06,2.4853e-05
1.7,0,-73,-16.609,-4.9415e-06,2.4813e-05
1.8,0,-73,-16.609,-5.0521e-06,2.4774e-05
1.9,0,-73,-16.609,-5.1522e-06,2.4734e-05
2,0,-73,-16.609,-5.2428e-06,2.4694e-05
2.1,0,-73,-16.609,-5.3247e-06,2.4654e-05
2.2,0,-73,-16.609,-5.3986e-06,2.4614e-05
2.3,0,-73,-16.609,-5.4652e-06,2.4575e-05
2.4,0,-73,-16.609,-5.5252e-06,2.4535e-05
2.5,0,-73,-16.609,-5.5791e-06,2.4495e-05
2.6,0,-73,-16.609,-5.6275e-06,2.4456e-05
2.7,0,-73,-16.609,-5.6708e-06,2.4416e-05
2.8,0,-73,-16.609,-5.7095e-06,2.4376e-05
2.9,0,-73,-16.609,-5.744e-06,2.4337e-05
3,0,-73,-16.609,-5.7746e-06,2.4298e-05
3.1,0,-73,-16.609,-5.8017e-06,2.4258e-05
3.2,0,-73,-16.609,-5.8257e-06,2.4219e-05
3.3,0,-73,-16.609,-5.8466e-06,2.418e-05
3.4,0,-73,-16.609,-5.865e-06,2.414e-05
3.5,0,-73,-16.609,-5.8808e-06,2.4101e-05
3.6,0,-73,-16.609,-5.8945e-06,2.4062e-05
3.7,0,-73,-16.609,-5.9061e-06,2.4023e-05
3.8,0,-73,-16.609,-5.9158e-06,2.3984e-05
3.9,0,-73,-16.609,-5.9239e-06,2.3945e-05
4,0,-73,-16.609,-5.9304e-06,2.3906e-05
4.1,0,-73,-16.609,-5.9355e-06,2.3867e-05
4.2,0,-73,-16.609,-5.9393e-06,2.3829e-05
4.3,0,-73,-16.609,-5.942e-06,2.379e-05
4.4,0,-73,-16.609,-5.9436e-06,2.3751e-05
4.5,0,-73,-16.609,-5.9442e-06,2.3713e-05
4.6,0,-73,-16.609,-5.9439e-06,2.3674e-05
4.7,0,-73,-16.609,-5.9428e-06,2.3636e-05
4.8,0,-73,-16.609,-5.9409e-06,2.3597e-05
4.9,0,-73,-16.609,-5.9384e-06,2.3559e-05
5,0,-73,-16.609,-5.9353e-06,2.3521e-05
5.1,0,-73,-16.609,-5.9316e-06,2.3482e-05
5.2,0,-73,-16.609,-5.9274e-06,2.3444e-05
5.3,0,-73,-16.609,-5.9227e-06,2.3406e-05
5.4,0,-73,-16.609,-5.9176e-06,2.3368e-05
5.5,0,-73,-16.609,-5.9121e-06,2.333e-05
5.6,0,-73,-16.609,-5.9063e-06,2.3292e-05
5.7,0,-73,-16.609,-5.9002e-06,2.3254e-05
5.8,0,-73,-16.609,-5.8937e-06,2.3216e-05
5.9,0,-73,-16.609,-5.887e-06,2.3179e-05
6,0,-73,-16.609,-5.8801e-06,2.3141e-05
6.1,0,-73,-16.609,-5.8729e-06,2.3103e-05
6.2,0,-73,-16.609,-5.8656e-06,2.3066e-05
6.3,0,-73,-16.609,-5.858e-06,2.3028e-05
6.4,0,-73,-16.609,-5.8503e-06,2.2991e-05
6.5,0,-73,-16.609,-5.8425e-06,2.2953e-05
6.6,0,-73,-16.609,-5.8345e-06,2.2916e-05
6.7,0,-73,-16.609,-5.8264e-06,2.2879e-05
6.8,0,-73,-16.609,-5.8182e-06,2.2842e-05
6.9,0,-73,-16.609,-5.8099e-06,2.2804e-05
7,0,-73,-16.609,-5.8015e-06,2.2767e-05
7.1,0,-73,-16.609,-5.7931e-06,2.273e-05
7.2,0,-73,-16.609,-5.7846e-06,2.2693e-05
7.3,0,-73,-16.609,-5.776e-06,2.2656e-05
7.4,0,-73,-16.609,-5.7673e-06,2.262e-05
7.5,0,-73,-16.609,-5.7586e-06,2.2583e-05
7.6,0,-73,-16.609,-5.7498e-06,2.2546e-05
7.7,0,-73,-16.609,-5.7411e-06,2.2509e-05
7.8,0,-73,-16.609,-5.7322e-06,2.2473e-05
7.9,0,-73,-16.609,-5.7234e-06,2.2436e-05
8,0,-73,-16.609,-5.7145e-06,2.24e-05
8.1,0,-73,-16.609,-5.7056e-06,2.2363e-05
8.2,0,-73,-16.609,-5.6967e-06,2.2327e-05
8.3,0,-73,-16.609,-5.6877e-06,2.2291e-05
8.4,0,-73,-16.609,-5.6788e-06,2.2254e-05
8.5,0,-73,-16.609,-5.6698e-06,2.2218e-05
8.6,0,-73,-16.609,-5.6609e-06,2.2182e-05
8.7,0,-73,-16.609,-5.6519e-06,2.2146e-05
8.8,0,-73,-16.609,-5.6429e-06,2.211e-05
8.9,0,-73,-16.609,-5.6339e-06,2.2074e-05
9,0,-73,-16.609,-5.6249e-06,2.2038e-05
9.1,0,-73,-16.609,-5.6159e-06,2.2002e-05
9.2,0,-73,-16.609,-5.6069e-06,2.1967e-05
9.3,0,-73,-16.609,-5.5979e-06,2.1931e-05
9.4,0,-73,-16.609,-5.589e-06,2.1895e-05
9.5,0,-73,-16.609,-5.58e-06,2.1859e-05
9.6,0,-73,-16.609,-5.571e-06,2.1824e-05
9.7,0,-73,-16.609,-5.562e-06,2.1788e-05
9.8,0,-73,-16.609,-5.5531e-06,2.1753e-05
9.9,0,-73,-16.609,-5.5441e-06,2.1718e-05
10,0,-73,-16.609,-5.5352e-06,2.1682e-05
10.1,0,-73,-16.609,-5.5262e-06,2.1647e-05
10.2,0,-73,-16.609,-5.5173e-06,2.1612e-05
10.3,0,-73,-16.609,-5.5084e-06,2.1577e-05
10.4,0,-73,-16.609,-5.4995e-06,2.1542e-05
10.5,0,-73,-16.609,-5.4906e-06,2.1507e-05
10.6,0,-73,-16.609,-5.4817e-06,2.1472e-05
10.7,0,-73,-16.609,-5.4728e-06,2.1437e-05
10.8,0,-73,-16.609,-5.4639e-06,2.1402e-05
10.9,0,-73,-16.609,-5.4551e-06,2.1367e-05
11,0,-73,-16.609,-5.4462e-06,2.1332e-05
11.1,0,-73,-16.609,-5.4374e-06,2.1298e-05
11.2,0,-73,-16.609,-5.4286e-06,2.1263e-05
11.3,0,-73,-16.609,-5.4198e-06,2.1228e-05
11.4,0,-73,-16.609,-5.411e-06,2.1194e-05
11.5,0,-73,-16.609,-5.4022e-06,2.1159e-05
11.6,0,-73,-16.609,-5.3934e-06,2.1125e-05
11.7,0,-73,-16.609,-5.3847e-06,2.1091e-05
11.8,0,-73,-16.609,-5.3759e-06,2.1056e-05
11.9,0,-73,-16.609,-5.3672e-06,2.1022e-05
12,0,-73,-16.609,-5.3585e-06,2.0988e-05
12.1,0,-73,-16.609,-5.3498e-06,2.0954e-05
12.2,0,-73,-16.609,-5.3411e-06,2.092e-05
12.3,0,-73,-16.609,-5.3324e-06,2.0886e-05
12.4,0,-73,-16.609,-5.3237e-06,2.0852e-05
12.5,0,-73,-16.609,-5.3151e-06,2.0818e-05
12.6,0,-73,-16.609,-5.3064e-06,2.0784e-05
12.7,0,-73,-16.609,-5.2978e-06,2.075e-05
12.8,0,-73,-16.609,-5.2892e-06,2.0716e-05
